time,posx,posz,velx,velz,accx,accz,pitch,draught,force
0.0,0.0, 0.18999986676808175, 0.0, -8.882127884038586e-05, 0.0, -0.17764255768077172, 0.0, 0.15000000000000002, 0.0
0.10000000000000007,1.6938428135035748e-05, 0.18927685743706357, 0.0004892409795143798, -0.012338324704431573, 0.009582458138529993, -0.07098831986373627, 6.604729073510769e-05, 0.15173356098359606, 0.0
0.20000000000000015,0.00012879767677564415, 0.1878209565197375, 0.0018461407734238643, -0.015556272893111723, 0.017084157466233898, -0.0017291098496291302, 0.00046757730779423227, 0.1534481779296587, 0.0
0.3000000000000002,0.00040937436465686314, 0.18630545670892035, 0.003797938301453862, -0.01453332571153429, 0.02137858301859858, 0.012803965041766518, 0.0013269292669349602, 0.15445042712189758, 0.0
0.4000000000000003,0.0009012383655037596, 0.18487400168068036, 0.006012060601583047, -0.014698128344823756, 0.022387812412955673, -0.023178655365137014, 0.0024712183781928593, 0.1546029269388816, -0.00265620846928492
0.5000000000000003,0.001610462433673746, 0.18318018965371663, 0.008068282208376555, -0.02017509407119086, 0.018636648877826352, -0.08909341498168961, 0.0034775119728409653, 0.15427089329388408, -0.2334163797718346
0.6000000000000004,0.002506005058458091, 0.18058696292813559, 0.009752598468360985, -0.03258020289262983, 0.015296652118207217, -0.15698706727469988, 0.0038342329801306268, 0.15412728565811404, -0.4068980685248198
0.7000000000000005,0.003556448778720106, 0.17643845408265532, 0.011213691218702375, -0.050763296426425505, 0.014525628037253066, -0.20092372785997373, 0.0031634427633080854, 0.15490278735422808, -0.5373187393134912
0.8000000000000006,0.004755932850209899, 0.17031281930742811, 0.012803180662171914, -0.0713901521755029, 0.01803998726242315, -0.20404897888920198, 0.0014142418698679627, 0.15715635101732545, -0.6384611095818631
0.9000000000000007,0.006135091653241669, 0.16218687960882366, 0.014828477745093029, -0.09005131308818518, 0.023352043122643044, -0.16192797799661102, -0.0010552707516856717, 0.16111680915654333, -0.9809884870937114
1.0000000000000007,0.0077520388415607214, 0.15247981543136868, 0.017612805040312676, -0.10250255992832208, 0.032773417336934334, -0.08187856819482925, -0.0035544238450887057, 0.16662348691337875, -1.2384949170788828
1.0999999999999897,0.009698201482985893, 0.14198241140716567, 0.021401410463354708, -0.10566191771441129, 0.04269277215120391, 0.02106687235374259, -0.005282784232861729, 0.17317371463394582, -1.4320840017394643
1.1999999999999786,0.012068340299695238, 0.13171135925510447, 0.026000644561470443, -0.0980887220941819, 0.048075969451002835, 0.13017294297366744, -0.005637855543027008, 0.18005939161403917, -1.5776210809567852
1.2999999999999676,0.01490011313082378, 0.12274697844322047, 0.030373734569505272, -0.07985201514262491, 0.037570544373912496, 0.23279086556206643, -0.004503766473789114, 0.18654068749971375, -2.2109137341780722
1.3999999999999566,0.018094856353378937, 0.11610991802430008, 0.03307354169004134, -0.05193754372753787, 0.013900857205863803, 0.3234128500859963, -0.0024114188092813115, 0.19198125163127175, -2.6870127001978314
1.4999999999999456,0.02141183222120689, 0.1127057443689878, 0.03261109419086855, -0.015557205033825001, -0.025953358141756953, 0.4024312978405249, -0.00048560914798197473, 0.19588152811297638, -3.0449360462087327
1.5999999999999346,0.024450744541747716, 0.11332476840331494, 0.027336100098199437, 0.02820565026422014, -0.08209941122899879, 0.470967530393439, -0.00016955502665716714, 0.19780517098926975, -3.3140169112453584
1.6999999999999236,0.02664956382339815, 0.1186478119360879, 0.015701028249859385, 0.07815769380519087, -0.15232141595496518, 0.5248564214146048, -0.002780157290962163, 0.19727108251782044, -3.5981445591649726
1.7999999999999126,0.027311994880751162, 0.12920156048087142, -0.0033569550005777176, 0.13229254830592224, -0.22933206463485623, 0.5520469653122128, -0.009012599128637397, 0.19372479221769978, -3.811747036162106
1.8999999999999015,0.025674563726658762, 0.1452403394189107, -0.030118449558668454, 0.18712392675767114, -0.3049069562172632, 0.5360679561186161, -0.018549576827273633, 0.18665997356098873, -3.972329853474625
1.9999999999998905,0.020989712704114812, 0.16658829077164217, -0.06398848712294362, 0.23762600313797216, -0.37001155969901045, 0.4640868466976996, -0.029924340988987087, 0.17584846034239882, -4.093053365573125
2.0999999999998797,0.012635360329937551, 0.1925182216350473, -0.10289943794947953, 0.27800115904290973, -0.40465194963296397, 0.33445004095732184, -0.040722878366427406, 0.16154521371416916, -3.145648390023139
2.1999999999998687,0.00025239923494093524, 0.2217390780021213, -0.14411204537151545, 0.30299404539307484, -0.4151810176320452, 0.15948579692767093, -0.04810978053159435, 0.1445453944602685, -2.2635323880196143
2.2999999999998577,-0.016258701058818905, 0.2525162022405113, -0.18500339769553925, 0.30911090356546655, -0.3978403081696545, -0.039037373081227296, -0.04956320224427231, 0.12610221612528166, -1.442206069209696
2.3999999999998467,-0.03672092019488135, 0.2828833219368522, -0.22271740875907173, 0.2951996505096316, -0.35170601066867047, -0.23733535074402226, -0.04359449930450831, 0.10960407585981162, -0.677480204994892
2.4999999999998357,-0.06067147904026732, 0.31087462635076957, -0.25443686099916346, 0.26230000271049014, -0.2784104128263746, -0.41623579466810523, -0.030229639069778748, 0.09255953178199255, 0.03454573890333501
2.5999999999998247,-0.08737799487206771, 0.33471281343967857, -0.27761620434370676, 0.21297394600423283, -0.1816700151065757, -0.564797593027929, -0.011091826535653543, 0.07618719541758084, 0.6975034973736985
2.6999999999998137,-0.11587541254262718, 0.3529171612799834, -0.29016488312373295, 0.1504304657565254, -0.06678917592993269, -0.6809017943408615, 0.010956058297451936, 0.06484154406605959, 1.3147745298163986
2.7999999999998026,-0.14501882093931842, 0.36432548493675326, -0.2905836885670064, 0.07771821922374998, 0.05977537777925338, -0.7693715306494665, 0.0325115515320911, 0.060228567345525875, 1.8895072674979234
2.8999999999997916,-0.17354781854727472, 0.36804879294038206, -0.2780614562126572, -0.002782949009852751, 0.1907743389027797, -0.8379288149692731, 0.05046767233117414, 0.06685365340107358, 2.4246331723306183
2.9999999999997806,-0.20015880807088918, 0.36339867383063895, -0.2525383366644576, -0.0893847455509943, 0.31848294390013854, -0.8917398634721749, 0.06273236479920519, 0.07690405726781292, 2.922881688985821
3.0999999999997696,-0.22358199977179186, 0.34984041336234983, -0.21473706143729873, -0.18057156238005964, 0.4350347974662121, -0.9284276712003849, 0.06862037337512236, 0.08711689517019774, 3.386794166604936
3.1999999999997586,-0.24265972868208144, 0.3270195916721484, -0.16615739396136012, -0.27410326544680863, 0.532833068471717, -0.9358234995810057, 0.06881316662551533, 0.09699928585236894, 3.8187368211169197
3.2999999999997476,-0.2564219345981943, 0.2948832022669571, -0.10902399515518037, -0.3660901062999549, 0.6050730886447614, -0.8937478626339295, 0.06492290857019808, 0.10712941969651414, 4.2209128042773285
3.3999999999997366,-0.2641535811027833, 0.25387722485624425, -0.04617688714469523, -0.45044602352631957, 0.6463597459706124, -0.7796641448165789, 0.058822458239736156, 0.11874342061387304, 4.59537344098797
3.4999999999997256,-0.26544790580017413, 0.20516493864515128, 0.019101272645632654, -0.5190480892522196, 0.6533323974295457, -0.5768092116614719, 0.051972598044410075, 0.13587394323886562, 4.9440286922137
3.5999999999997145,-0.26025286931555563, 0.15078674827914323, 0.08292403125972768, -0.5627255741558589, 0.6174194684621263, -0.2820163939873513, 0.04496663640642483, 0.15966289270625228, 4.583319079805901
